sales,profit_per_order,sales_per_customer,order_item_product_price,order_item_total_amount,order_item_profit_ratio,order_item_quantity,order_profit_per_order
79.95671,25.31657,57.59,39.99,68.36409,0.36,2.0,28.545712
100.0,-24.5129,84.94072,50.0,87.99115,-0.22,2.0,-11.0428
39.99,2.3055837,35.46893,39.99,34.70178,-0.2,1.0,0.0
199.92,-144.70035,175.99,49.98,179.97209,-0.77,4.0,-127.588165
59.99,-21.916027,52.19,59.99,50.028423,-0.24,1.0,-12.429447
15.947436,7.2480955,20.84571,10.111195,18.370821,0.29,2.0,7.1785684
31.127682,-4.899807,30.906517,31.99,29.8764,-0.18,1.0,-2.2040768
129.99,30.361752,127.62372,129.99,128.69,0.25,1.0,32.03348
179.97,81.92045,179.99,59.99,175.99,0.46873057,3.0,83.502235
200.0,42.145473,172.0076,50.0,176.19656,0.26,4.0,41.511395
100.0,38.114864,78.933716,50.0,78.99789,0.48,2.0,41.50035
149.94,62.70062,120.0,49.98,122.84,0.49,3.0,64.73173
200.0,84.59459,165.99,50.0,170.77698,0.48,4.0,83.5994
399.98,-382.71765,391.98,399.98,387.98,-0.8219543,1.0,-402.2518
129.99,35.639645,107.89,129.99,106.59,0.34,1.0,33.759525
199.99,44.517094,193.99,199.99,191.99,0.26,1.0,48.435028
99.96,7.593017,96.97717,31.99,97.9909,0.08,3.0,9.440286
150.0,-52.42876,122.84,50.0,123.0,-0.7,3.0,-65.69775
199.99,-21.5937,179.96516,199.99,179.97,-0.19,1.0,-29.691702
150.0,49.23224,159.15408,50.0,156.64488,0.32,3.0,53.4197
299.98,17.639257,235.58185,299.98,232.76,0.1,1.0,13.59315
249.9,88.252785,199.94919,49.98,204.76787,0.44,5.0,89.9759
239.96,73.27187,191.98174,215.50713,191.97519,0.36,1.0,67.2626
63.533527,15.327216,49.5,39.75,49.19,0.29,2.0,18.576544
199.99,43.23518,167.99,199.99,167.99,0.26,1.0,42.69079
199.99,-5.844739,188.99203,199.99,189.0,-0.04,1.0,-16.459223
179.97,34.180042,130.7104,39.99,139.5,0.25111085,4.0,34.46327
299.98,108.969444,287.98,299.98,278.98,0.38,1.0,107.91331
199.99,57.890816,193.99,199.99,191.9909,0.29,1.0,58.946297
399.98,136.7431,351.79474,399.98,339.98,0.45,1.0,139.45633
199.92,88.04075,196.25845,49.98,191.97581,0.48,4.0,85.08401
299.98,-120.43752,278.98,299.98,278.98,-0.66619337,1.0,-118.71402
179.97,-14.926129,165.99,59.99,159.9627,-0.18,3.0,-20.825167
199.99,84.686134,193.99,199.99,193.99,0.45,1.0,83.33654
299.95,-589.22205,293.04373,59.99,290.97952,-2.2459373,5.0,-557.2701
249.9,35.975986,174.57,59.99,187.48474,0.19824727,4.0,37.691628
129.99,47.921402,124.79,129.99,122.84,0.38,1.0,45.280254
149.94,32.401665,118.77009,50.0,119.985664,0.26,3.0,29.28836
129.99,27.881746,105.576416,129.99,104.37556,0.28,1.0,27.913288
129.99,33.823185,120.89,129.99,119.98,0.29,1.0,30.177519
399.98,30.791077,371.9733,399.98,371.98,0.06,1.0,30.795286
164.38,83.56577,163.98389,49.98,165.99,0.49,4.0,83.54634
299.98,78.82987,239.98,299.98,245.89882,0.32673734,1.0,84.07666
129.99,9.5539665,127.56628,129.99,127.43266,0.08,1.0,9.280105
129.99,37.45052,106.59,49.98,106.59,0.35,3.0862067,37.277225
129.99,3.5516734,118.29,129.99,117.58,0.03,1.0,-3.5745115
250.0,-344.28506,248.98,50.0,248.98,-1.65,5.0,-401.79886
34.20885,14.748759,32.791893,33.463238,31.637169,0.47,1.0,14.272713
129.99,-9.831071,129.99,129.99,126.94011,-0.06,1.0,-1.9016694
499.95,219.52927,451.453,473.53998,449.71393,0.47,1.0,219.31375
199.98,-219.4735,174.32706,99.99,175.99,-1.55,2.0,-214.89348
39.99,11.605372,38.591263,39.99,38.267155,0.3,1.0,11.4381485
150.0,17.38312,163.95767,39.99,163.93622,0.1,4.0,17.56339
129.99,53.446293,116.47912,129.99,110.49,0.48,1.0,57.423645
299.95,101.13214,273.08194,59.99,269.98,0.35,5.0,104.97143
399.98,-5.1743827,387.9686,399.98,387.97876,0.01,1.0,1.0593799
49.98,-3.404585,39.286247,49.98,40.994648,-0.09,1.0,-3.6675935
399.98,184.14993,373.63934,399.98,379.98,0.48,1.0,183.86874
299.98,28.049786,278.98,299.98,263.97397,0.11,1.0,32.8047
39.99,12.285327,37.811325,39.99,38.1996,0.31,1.0,13.852154
299.98,129.57309,299.98,299.98,299.98303,0.43,1.0,128.24559
50.0,-20.337986,47.23416,50.0,47.47818,-0.58182245,1.0,-28.05068
119.97,47.397938,97.9143,59.99,98.38,0.5,2.0,50.174793
199.99,19.633696,167.9466,199.99,165.99,0.11,1.0,20.595146
99.96,-5.236963,86.64041,49.98,82.992294,-0.1,2.0,-5.003454
119.98,17.80672,123.49,59.99,122.8753,0.16,2.0,18.30784
299.97,97.76677,256.40616,99.99,254.98,0.36,3.0,98.52924
99.96,36.631325,84.9883,24.99,83.87623,0.47,4.0,37.95289
179.97,8.768688,165.99,59.99,169.40134,0.13,3.0,7.9685373
129.99,39.202156,120.89,129.99,124.79,0.31,1.0,35.673584
199.99,-13.44874,159.08754,59.99,151.42725,-0.13,4.0,0.80593705
299.98,81.91105,270.8562,299.98,274.8822,0.29,1.0,79.99199
199.99,-19.189983,173.67404,199.99,165.9931,-0.19,1.0,-29.429237
199.99,53.501125,173.99,99.99,179.22443,0.29,2.0,53.793427
129.99,45.85161,106.59,129.99,103.99,0.46,1.0,45.83446
258.1843,67.424576,247.39877,299.98,248.98,0.28,1.0,65.5334
59.99,26.967249,59.39,59.99,56.99,0.46,1.0,27.269638
399.98,-196.77396,346.75223,399.98,331.98,-0.7,1.0,-180.25119
199.99,67.06267,197.98735,199.99,199.17,0.34,1.0,69.010376
399.98,-442.99344,399.96,399.98,395.98,-1.2854543,1.0,-441.57138
199.99,51.78472,191.99,50.0,193.99043,0.28,4.0,49.377144
199.99,-80.419846,157.03714,199.99,165.97617,-0.7,1.0,-89.37274
199.99,68.550766,167.37,199.99,165.98326,0.37608323,1.0,69.60447
199.99,-58.67702,209.99255,199.99,199.92,-0.27156055,1.0,-81.7063
39.99,17.635197,38.658733,39.99,37.50196,0.48,1.0,20.287975
129.99,-34.309372,122.84,129.99,123.49,-0.23973332,1.0,-30.113773
129.99,-19.417093,105.37912,129.99,105.64182,-0.14801867,1.0,-11.306041
79.98,31.596924,69.896324,39.99,73.22636,0.47,2.0,31.129398
129.99,36.72043,109.19,129.99,110.49,0.34,1.0,35.08144
150.0,42.057274,158.36282,50.0,163.73184,0.26,3.0,44.42122
129.99,-234.9497,109.18,129.99,107.89,-1.7008979,1.0,-222.91064
399.98,182.4124,379.96115,399.98,377.98,0.49,1.0,184.56923
299.98,93.45138,272.8263,299.98,278.98,0.34,1.0,100.20665
100.0,29.194324,99.58,50.0,100.504105,0.31,2.0,29.76004
199.99,0.0,175.9384,199.99,180.90033,0.0,1.0,1.230888
59.99,27.695066,53.959133,59.99,52.19,0.48,1.0,28.66669
129.99,27.604168,119.98,129.99,115.18,0.26,1.0,29.281912
59.99,-12.965978,59.99,59.99,63.522636,-0.23642072,1.0,0.0
16.927069,9.715443,19.685785,17.205524,21.44779,0.45,1.0,8.14576
129.99,-43.177315,126.09,129.99,123.49,-0.23,1.0,-21.691938
11.54,-8.982631,18.768665,12.709422,16.659945,0.09,1.0,0.31474903
299.95,-50.868725,283.47357,59.99,272.95273,-0.09,5.0,-40.552624
199.92,71.36618,151.18976,49.98,149.999,0.48,4.0,72.64326
199.99,93.76178,199.99,199.99,199.77983,0.48,1.0,90.37865
399.98,159.09056,304.00262,399.98,299.98,0.48,1.0,153.32062
129.99,-222.50473,111.97666,129.99,111.59328,-1.7,1.0,-212.75117
250.0,97.702484,199.92,50.0,200.0,0.48,5.0,95.01119
249.9,46.508125,218.17381,49.98,199.53839,0.23,5.0,42.656116
399.98,155.09773,296.98,399.98,299.96002,0.5,1.0,145.34157
199.92,43.198273,185.99,49.98,185.93,0.26,4.0,42.43822
239.96,97.78415,223.16,59.99,199.99371,0.48,4.0,99.702934
200.0,-91.38188,165.99,50.0,167.99,-0.67,4.0,-61.07541
100.0,20.392586,88.411415,50.0,91.12,0.26,2.0,20.509993
129.99,-4.9013634,109.19,129.99,109.19,-0.06,1.0,2.4201887
199.99,59.92432,191.93393,199.99,189.99316,0.3,1.0,57.90454
452.04,-6.2647467,391.98,452.04,391.98,0.0,1.0,-11.491149
199.99,0.0,179.99347,199.99,182.0,-0.099987924,1.0,-7.6508946
399.98,175.0252,399.98,399.98,399.98,0.42,1.0,171.78384
299.98,137.51582,285.89322,299.98,290.9536,0.47,1.0,138.10445
199.99,92.10944,188.99548,199.99,193.98524,0.48,1.0,86.39956
49.98,-24.332949,43.5,49.98,43.99892,-0.7,1.0,-21.913084
100.0,23.807703,78.055984,99.99,74.97,0.30558577,1.0,22.32018
129.99,-102.78166,124.5,129.99,124.555244,-0.77,1.0,-85.727325
179.97,-210.17085,169.93492,39.99,168.1078,-1.5856992,4.0,-226.92409
119.98,38.201187,106.17161,59.99,106.59,0.35,2.0,36.01927
129.99,45.791958,113.12411,129.99,116.99,0.38,1.0,44.293488
21.834166,1.0940671,18.490223,24.99,20.70853,-0.19,1.0,0.31720942
39.99,10.991752,39.215336,39.99,39.98,0.26,1.0,10.807944
50.0,14.585961,48.98,50.0,48.687183,0.3251748,1.0,12.450993
49.98,12.74949,49.5,49.98,49.48619,0.29,1.0,12.811494
199.99,33.182247,189.95636,199.99,188.93427,0.16,1.0,30.92599
499.95,185.9159,399.98,99.99,407.65546,0.47,5.0,184.38922
399.98,-223.536,327.98,399.98,335.98,-0.7,1.0,-154.75996
199.99,19.931831,165.96205,199.99,166.39618,0.11,1.0,18.795597
159.96,39.475105,151.16272,49.98,159.99,0.26,4.0,44.213856
250.0,67.78796,237.46396,50.0,235.16,0.29,5.0,75.249886
129.99,49.01124,126.0,129.99,124.73503,0.39,1.0,56.288147
239.96,-62.962307,227.8249,59.99,209.52385,-0.28807238,4.0,-74.022095
299.97,-10.461239,224.99,99.99,224.99739,0.0,3.0,-7.434085
99.99,30.134583,89.06477,99.99,89.98557,0.33,1.0,31.282146
239.96,-92.59546,179.97,59.99,181.9863,-0.73,4.0,-90.41271
250.0,22.489565,239.98,199.99,239.98,0.1,1.0,25.07093
129.99,52.52405,123.27209,129.99,126.09,0.42,1.0,50.892776
199.99,78.3486,165.99454,199.99,163.99573,0.48,1.0,78.74302
499.95,89.99585,419.11755,129.99,406.09882,0.28,5.0,88.836105
399.98,120.48482,360.8391,399.98,371.98,0.35,1.0,127.27359
10.011736,-8.422484,9.085418,9.99,8.549991,0.0,1.0,-1.49987
199.99,-27.363909,167.99,199.99,169.93591,-0.23393866,1.0,-27.123203
35.33325,0.29894203,37.490906,9.99,36.166348,0.03,4.0,2.9945452
199.99,21.297167,191.96169,199.99,188.9879,0.11,1.0,19.99834
399.98,-294.66946,363.98,399.98,371.98,-0.8,1.0,-259.5192
179.97,51.403698,150.0,199.99,145.45111,0.36,1.0,52.05181
129.99,-119.82978,108.83978,129.99,106.65944,-0.8816385,1.0,-111.63959
299.98,68.49115,272.98,299.98,278.9512,0.25,1.0,65.9349
129.99,37.765095,113.97964,129.99,110.49,0.34,1.0,37.004494
199.99,35.0872,181.99,199.99,181.99,0.19,1.0,41.18911
199.99,-83.62781,193.96915,199.99,195.90323,-0.6516231,1.0,-126.87712
74.97,33.27276,74.64689,39.99,69.95533,0.47,2.0,32.447456
129.99,48.633957,113.09,129.99,110.49,0.46,1.0,49.845284
250.0,66.716576,224.99,50.0,227.9045,0.29,5.0,65.782166
299.98,-155.03412,263.96475,299.98,244.95207,-0.62806356,1.0,-128.00546
179.97,13.382722,170.02638,59.99,168.36632,0.0829959,3.0,12.535748
249.9,-395.85095,193.99295,49.98,197.99,-1.7,5.0,-330.63156
199.99,81.16709,188.98624,199.99,191.97559,0.45,1.0,83.9681
129.99,-37.220387,149.99,49.98,148.44,-0.25,3.0,-60.46837
99.96,8.783487,92.98908,49.98,94.995384,0.08,2.0,8.057332
119.98,-69.85491,122.15592,59.99,118.29,-0.56753623,2.0,-55.945347
150.0,48.175457,131.29228,50.0,136.5,0.34,3.0,47.878708
119.98,52.13666,124.79,59.99,119.954956,0.46,2.0,52.45005
399.98,63.294785,399.98,399.98,399.98,0.18,1.0,58.852577
179.97,81.055725,165.98087,59.99,167.99,0.5,3.0,78.739136
119.98,7.453628,120.0,59.99,115.18,0.10523425,2.0,8.635571
199.92,28.1021,182.57893,49.98,185.99,0.16,4.0,30.295298
100.0,35.156155,98.98686,50.0,99.98701,0.35,2.0,36.976837
299.95,103.77888,251.97415,59.99,248.98,0.45,5.0,107.17643
199.99,-0.9422465,197.98979,199.99,197.8195,0.01,1.0,1.1173495
199.96349,67.08436,170.07,99.99,169.88005,0.38,2.0,62.368313
200.0,27.330202,194.88815,59.99,189.99,0.13,4.0,27.501009
250.0,123.08304,250.1291,299.98,254.80898,0.49,1.0,122.085
59.99,17.601343,49.01998,34.99,48.485695,0.35,2.0,18.202248
99.99,27.838919,91.080605,99.99,90.97924,0.33270583,1.0,28.326128
199.99,56.2292,193.41177,199.99,193.92,0.29,1.0,55.54453
99.99,28.435488,101.82935,99.99,103.99,0.29,1.0,30.989962
74.97,-77.68241,83.998055,30.0,89.0078,-0.81713253,3.0,-64.314224
250.0,75.5678,224.99,50.0,232.76,0.34,5.0,73.34289
129.99,52.33958,107.89,129.99,104.05966,0.48,1.0,54.41158
199.99,1.6043172,149.99,199.99,150.15186,0.08,1.0,8.189111
399.98,151.33041,347.98,399.98,339.80444,0.46,1.0,149.6111
100.0,48.627045,99.66605,50.0,99.58,0.49,2.0,49.76607
399.98,102.18203,391.98,399.98,391.98,0.27,1.0,101.53103
199.99,46.24483,185.95367,199.99,185.95532,0.26,1.0,44.075356
150.0,11.807742,142.44,50.0,142.44,0.08,3.0,9.398615
49.98,3.2566965,43.150387,49.98,42.50863,0.13,1.0,3.8732495
31.045658,10.761936,24.896282,11.29,26.215118,0.35,2.0,13.715751
179.96208,43.034206,165.99,49.98,168.80978,0.28,4.0,43.995583
299.95,118.71447,286.3343,59.99,283.48,0.41,5.0,112.503944
199.98,64.52959,191.99,99.99,191.9262,0.34,2.0,69.7978
399.98,176.17699,381.0625,399.98,377.98,0.46,1.0,178.73639
100.0,25.860939,74.97,50.0,74.97,0.33,2.0,23.701048
129.99,46.864075,109.18,129.99,107.89,0.39,1.0,48.746006
399.98,-11.579382,339.98,399.98,346.9802,0.006350327,1.0,-19.68559
119.98,-55.251648,106.59,59.99,106.59,-0.7,2.0,-47.19367
129.99,39.957706,115.18,129.99,119.98,0.34,1.0,43.393837
179.97,32.240093,145.51248,39.99,145.49225,0.24,4.0,35.431446
299.98,81.62989,293.98,299.98,293.98,0.28,1.0,81.71255
129.99,-125.169106,128.69,129.99,129.99628,-0.8,1.0,-132.19487
129.99,21.307901,106.59,129.99,107.89,0.21,1.0,21.562216
129.99,28.115862,128.69,129.99,124.63585,0.26,1.0,26.301725
199.95,61.866657,191.97578,39.99,197.99,0.31,5.0,61.240757
452.04,121.68323,383.32697,452.04,379.98,0.33,1.0,122.59585
129.99,62.413036,127.39,129.99,128.21744,0.5,1.0,58.0336
99.99,44.16383,96.99191,99.99,91.148224,0.49,1.0,37.834526
33.819565,9.231416,29.713058,33.674095,30.08464,0.29,1.0,9.273383
250.0,15.9111185,245.98,50.0,236.9701,0.04,5.0,13.09021
129.99,47.369442,110.09142,129.99,109.19,0.39523074,1.0,44.851017
199.99,63.652386,201.21706,199.99,199.17,0.3,1.0,66.819595
399.98,95.02385,331.98,399.98,335.97223,0.28,1.0,101.21215
491.11475,147.17665,359.98,457.99213,347.98,0.47,1.0,145.06508
129.99,64.03815,129.99,129.99,130.49113,0.49,1.0,63.598984
119.98,46.229607,97.49,59.99,101.105835,0.47,2.0,47.9699
100.0,33.1943,91.018425,50.0,96.97753,0.35,2.0,29.428139
199.98276,-29.39596,163.99,99.99,167.98051,-0.23,2.0,-33.370693
299.98,68.25479,251.98,299.98,251.98,0.26,1.0,70.68219
399.98,70.95,359.98,399.98,359.98,0.16,1.0,72.565994
299.95,129.50688,261.28738,59.99,263.97043,0.48,5.0,130.49059
299.98,131.38069,254.98,299.98,263.97604,0.48,1.0,128.78882
399.98,-61.72768,377.51086,399.98,376.33374,-0.16,1.0,-65.20353
129.99,45.927425,103.99,129.99,99.2343,0.45,1.0,42.26535
179.97,-10.509982,163.64333,59.99,163.937,0.0,3.0,-5.951528
150.0,21.355831,149.97682,50.0,149.96083,0.13,3.0,18.972923
299.95,73.55338,269.98,59.99,263.98,0.26,5.0,72.74123
199.99,71.34379,177.91658,199.99,179.94644,0.41451508,1.0,73.41413
250.0,63.721786,193.99425,50.0,199.95274,0.31,4.0,61.94633
90.50398,5.436566,73.179214,30.734842,70.59148,0.09,3.0,9.822314
299.98,-105.14988,293.97446,299.98,296.98,-0.24,1.0,-111.60245
499.95,151.9509,415.28198,99.99,406.99088,0.36,5.0,148.1637
111.322266,4.688856,95.99122,24.99,92.8272,0.08,4.0,7.348744
50.0,8.112535,47.28569,50.0,47.98,0.18,1.0,7.881036
39.75,17.100088,35.451008,39.99,35.35642,0.48,1.0,17.857769
299.98,85.82192,248.97221,299.98,248.94553,0.34,1.0,87.32059
239.96,38.54626,204.11092,252.88,224.98006,0.2,1.0,38.64392
129.99,12.864453,122.84,129.99,122.84894,0.08,1.0,12.364171
129.99,32.058376,139.63664,129.99,134.97195,0.27,1.0,34.38117
199.99,63.039696,185.83493,199.99,181.99,0.34,1.0,54.715176
249.9,20.297537,195.75069,49.98,206.91417,0.08,5.0,18.825365
79.955574,33.863033,82.972336,39.99,82.97,0.4426234,2.0,43.16939
159.9511,45.323555,129.99,39.99,128.69,0.34,4.0,47.49702
299.95,83.79711,278.98,59.99,283.48,0.3,5.0,88.20233
299.98,-238.83826,351.98,199.99,331.98,-0.73,1.0,-238.63219
299.98,120.19036,242.45346,299.98,244.9942,0.47,1.0,121.321205
59.99,13.216395,59.99,59.99,61.62867,0.21,1.0,13.734434
49.98,19.183693,44.37797,49.98,45.98184,0.41,1.0,17.124308
299.98,84.07239,237.0298,299.98,247.456,0.34,1.0,85.54567
299.98,9.711248,248.98,299.98,251.97319,0.06,1.0,11.487372
199.99,10.336562,172.73405,199.99,179.98344,0.11,1.0,9.273839
399.98,-208.04501,335.98,399.98,339.98,-0.73,1.0,-267.7506
129.99,31.368366,114.39,39.99,110.49,0.28,4.0,32.116043
299.98,89.28112,251.97876,299.98,251.98,0.34,1.0,93.78218
119.98,39.04336,120.89,39.99,123.0,0.33,3.0,38.536507
199.99,86.290245,189.99,199.99,191.95381,0.47,1.0,88.90247
299.98,42.2049,254.97397,299.98,249.15132,0.18,1.0,46.355625
101.02439,31.487434,77.687645,50.0,82.97,0.36,2.0,32.098194
71.80201,25.18918,59.39,59.99,56.21536,0.36,1.0,21.57699
199.99,29.71962,191.93094,199.99,193.95813,0.15905297,1.0,28.833498
399.98,-98.6734,334.12323,399.98,339.98,-0.23,1.0,-109.04244
179.97,-30.26127,185.97595,59.99,178.36525,-0.1900563,3.0,-27.442102
129.99,65.002884,130.4943,129.99,128.69,0.5,1.0,67.64384
399.98,110.32667,383.98,399.98,383.98,0.29,1.0,110.894966
299.98,83.13662,251.96556,299.98,245.99304,0.34,1.0,81.602005
150.0,63.07113,123.49,49.98,124.79,0.5,3.0,63.959045
157.70906,-229.14145,134.97939,50.0,147.0,-1.55,3.0,-235.13985
39.75,14.241748,29.918213,30.042767,30.121737,0.47,1.0,14.562761
39.99,11.886831,36.110554,39.99,36.58636,0.34,1.0,12.264194
50.0,11.337946,41.3876,50.0,39.98,0.27,1.0,12.407573
15.699316,3.755477,10.99736,18.59298,11.988303,0.38,1.0,8.803008
200.0,39.102226,188.99,50.0,179.94933,0.23,4.0,41.18893
119.992226,53.98356,113.38,39.99,114.39,0.49,3.0,53.668453
499.95,-98.448006,480.52768,99.99,484.0614,-0.3,5.0,-104.447784
39.99,2.839569,40.994118,39.99,39.77985,0.090259366,1.0,3.7589116
299.98,94.33035,278.98,299.98,287.98,0.33,1.0,91.26027
199.99,58.189274,163.96196,199.99,159.99805,0.36,1.0,62.9818
199.99,-8.077764,176.34074,199.99,179.97876,-0.01,1.0,-9.103081
129.99,13.397631,126.08005,129.99,127.39,0.11,1.0,10.766471
199.99,14.707409,159.95566,50.0,165.9911,0.1,4.0,16.774261
199.99,11.744772,149.99132,50.0,149.99,0.08,4.0,13.183958
299.98,132.78156,287.95,299.98,296.9757,0.47,1.0,135.17535
59.99,5.002648,54.692657,59.99,52.83563,0.1,1.0,4.1318183
100.0,14.172908,100.05413,99.99,103.99,0.15,1.0,16.333233
49.98,1.7550806,41.0,49.98,41.0,0.13,1.0,-12.866318
100.0,-385.48438,97.49,99.99,103.99,-2.6597397,1.0,-364.47977
39.99,18.704266,38.672142,39.99,39.98,0.47,1.0,19.458986
199.99,-251.97054,189.0,199.99,185.99,-1.5,1.0,-276.5453
399.98,13.25564,391.98,399.98,392.31213,0.08,1.0,10.221596
199.92,-41.27409,175.93033,49.98,169.99,-0.23,4.0,-30.74135
79.98,3.3844357,90.963165,39.99,89.63215,0.05,2.0,1.6057937
59.99,27.89409,67.627335,59.99,58.79,0.47,1.0,28.122665
119.98,-17.882717,106.59,59.99,107.89,-0.06,2.0,-21.127913
299.98,73.31578,240.0,299.98,245.11896,0.29,1.0,69.76759
399.98,108.73954,399.98,399.98,399.98,0.28,1.0,110.72395
129.99,56.72236,123.49,129.99,124.79,0.46,1.0,58.047832
250.0,102.409706,223.2774,50.0,224.98735,0.47,5.0,99.46331
299.95,98.945015,248.97482,59.99,239.99522,0.42,5.0,100.55622
299.98,116.051895,299.99,299.98,299.99,0.36,1.0,116.276924
149.94,69.880135,149.31204,49.98,151.16554,0.49,3.0,67.44802
49.98,8.270078,46.48,49.98,47.481762,0.15393113,1.0,9.247887
129.99,32.79901,124.79,129.99,126.0,0.26,1.0,30.258972
129.99,-182.94632,118.29,39.99,120.89,-0.86957514,3.0,-160.89743
299.98,-42.405384,283.48,299.98,287.9766,-0.14,1.0,-55.04347
499.95,-236.65215,463.32043,99.99,463.09882,-0.68770707,5.0,-195.90898
299.98,59.54894,251.98,299.98,251.98,0.23793201,1.0,57.98226
59.99,24.681293,59.99,59.99,68.831955,0.39,1.0,24.057907
129.99,42.78694,130.12589,129.99,128.69,0.33,1.0,47.484978
39.75,12.289115,32.642212,39.99,31.40795,0.45,1.0,11.328252
199.92,90.25716,181.99,49.98,185.99,0.49,4.0,90.23893
129.99,16.015507,127.39,129.99,129.99,0.13,1.0,19.345858
199.95,46.623035,170.97568,49.98,179.87102,0.29,4.0,47.65075
129.99,-95.39296,126.09,39.99,123.49,-0.7653333,3.0,-86.895935
199.92,56.723816,165.99,49.98,167.9805,0.35,4.0,57.167236
129.99,-97.75218,123.49,129.99,123.49,-0.8,1.0,-90.074776
299.97,133.27908,296.96063,99.99,299.95,0.47,3.0,126.70149
99.96,29.206816,70.77696,49.98,74.990364,0.36,2.0,29.033466
100.0,45.90382,100.21685,50.0,98.98446,0.49,2.0,41.927513
129.99,34.433228,114.39,129.99,112.64117,0.3,1.0,35.15129
150.0,39.170536,123.49,50.0,120.89,0.33,3.0,40.41668
129.99,57.235397,116.99,129.99,119.9827,0.47,1.0,54.7076
39.99,10.54189,33.59704,39.99,33.732956,0.33,1.0,7.536574
499.95,-17.053633,399.98,99.99,408.1732,-0.04,5.0,-19.99187
399.98,129.63522,335.98,399.98,347.98,0.36,1.0,133.28172
199.99,68.024666,189.99,199.99,189.99,0.35,1.0,62.48543
28.061502,11.026448,24.911436,25.0,24.485613,0.47,1.0,13.994396
79.97941,0.0,58.19,39.99,56.99,-0.14,2.0,0.0
299.95,-230.8635,287.95,59.99,284.98,-0.67,5.0,-210.45978
99.96,32.457195,95.98,49.98,96.78319,0.35,2.0,33.21834
129.99,11.738956,110.49,129.99,109.19,0.1,1.0,11.828771
199.93445,40.454163,175.99,49.98,167.99,0.26,4.0,46.449715
399.98,78.52094,390.8913,399.98,387.8645,0.18,1.0,82.2233
399.96,143.90271,299.99,99.99,327.98,0.46,4.0,146.05006
299.98,118.52121,263.95255,299.98,254.98,0.47,1.0,118.36921
129.99,-28.237005,112.96024,21.996475,113.202,-0.18228808,5.0,-21.2981
59.99,-98.50893,52.394253,59.99,50.39,-1.5,1.0,-85.522156
399.98,83.040276,299.98,399.98,299.99,0.28,1.0,83.065926
399.96,97.354225,387.97882,99.99,387.97104,0.26,4.0,97.84788
299.98,113.36571,272.97708,299.98,272.97675,0.46,1.0,114.402176
129.99,42.24864,123.49,129.99,123.0,0.35,1.0,45.68193
129.99,57.394276,123.49,129.99,122.85926,0.48,1.0,58.79535
199.92,21.39225,185.98904,39.99,189.0,0.13,5.0,21.647457
119.97,5.2543807,109.18049,59.99,108.48458,0.1,2.0,1.8774507
49.98,10.05036,41.986515,49.98,41.627586,0.26,1.0,11.451906
39.99,9.513919,33.943295,39.99,33.39196,0.29,1.0,13.749262
49.98,10.802403,40.98092,49.98,41.5,0.27,1.0,13.626637
399.98,108.35907,335.9757,399.98,335.97757,0.34,1.0,122.75059
179.97,-87.14025,175.99,59.99,176.69276,-0.5845551,3.0,-95.985725
199.99,-69.23851,197.99,49.98,196.0401,-0.43869597,4.0,-69.02397
199.99,22.692894,188.93523,199.99,188.99121,0.11552425,1.0,26.99295
99.95803,23.672615,72.87732,19.99,58.79,0.33,5.0,24.059889
49.98,-148.10675,54.59,49.98,51.08429,-1.7,1.0,-162.74019
149.94,65.16978,131.99834,49.98,128.69,0.47,3.0,64.21313
299.98,13.499901,283.48,299.98,284.95,0.08874856,1.0,16.234045
399.98,-19.066904,387.98,399.98,391.98,-0.11,1.0,-26.047787
277.59375,97.690155,242.4538,59.99,239.98,0.43,5.0,96.91987
199.92456,-16.275965,167.99,59.99,165.94034,-0.18,3.0,-12.309756
179.97,50.799957,179.97891,59.99,180.43704,0.29,3.0,52.61289
179.97,12.825644,175.99,59.99,174.57,0.08,3.0,11.975415
299.97,26.240356,269.98,99.99,263.96362,0.1,3.0,27.019278
199.95,-174.99992,193.99,39.99,195.99,-0.73,5.0,-177.80714
100.0,47.83762,98.210075,50.0,98.38,0.48,2.0,51.682247
199.99,64.849365,142.45483,50.0,143.9424,0.47,4.0,59.211308
199.95,68.62124,176.31165,99.99,175.9481,0.42,2.0,68.13103
129.99,49.34186,109.19,129.99,112.40334,0.47,1.0,49.829754
399.98,51.37437,399.98,399.98,398.35165,0.11,1.0,55.17063
199.99,34.504696,163.97606,199.99,159.97087,0.17,1.0,33.203518
149.94,1.1913947,110.49,49.98,111.83574,-0.06,3.0,0.6402656
49.98,-54.02738,43.5,49.98,43.922153,-1.3210381,1.0,-40.320034
150.0,33.82481,114.39,50.0,114.09945,0.3,3.0,35.296635
179.97,54.898308,163.78949,59.99,161.77075,0.35,3.0,57.541035
49.98,14.678801,41.0,44.99,40.40044,0.36,1.0,15.693052
199.99,32.416653,181.95796,59.99,188.94987,0.16,3.0,31.44134
129.99,11.207089,124.5,129.99,123.0,0.09,1.0,12.003674
399.98,34.115105,319.05606,399.98,299.98117,0.11,1.0,35.65595
119.98,29.395517,106.59,39.99,103.99,0.28,3.0,26.077969
99.99,4.4919343,78.060265,99.99,66.03103,0.09,1.0,3.9118245
299.98,53.206184,259.15692,299.98,267.0724,0.17017852,1.0,54.4851
99.96,41.281437,96.00465,49.98,94.5,0.48,2.0,42.015533
129.99,44.110832,120.00764,129.99,122.84,0.35,1.0,45.619785
